,Label,URL
33,bad,sontemeda.altervista.org/paypinoko/paypinoko/procesing.php
34,bad,promusic.co/components/interbank.com/
35,bad,uvb.lg.ua/templates/a216/.PayPaI/e9d83d4fd35ff9d702196ab514573999/
36,bad,docs.google.com/a/unmsm.edu.pe/spreadsheet/viewform?formkey=dEZoOXQwTzFkaUJCRTdhVlA3cTAyV1E6MQ
37,bad,remax.com.behinehsazerooyesh.com/remax/index.htm
38,bad,www.aclaydance.com/ncpf.php
39,bad,phamxuanlinh.tk/secure-code8/security/login.php
40,bad,stthomasedu.ucoz.ua/microsoft.htm
41,bad,www.procedimentotamfidelidade.com/regulamento/new/processo/atualiza/sacfidelidade/id=1714/
42,bad,paypal.com.us.cgi.bin.webscr.cmd.login.submit.bx3digitallp.com/Review/3a3e3c4dba5e5cc4407a5694adf1aa8e/
43,bad,tinyurl.com/bswqloj
44,bad,users11.jabry.com/blopp/Aolupdate.htm
45,bad,tad.ly/BUpQLx
46,bad,professionalcrapsplayer.com/upgrade/logins/Trulia/index.htm
47,bad,westerncentermuseum.org/plugins/tmp/sp.php
48,bad,cardpromocion2012.com.br/vaidevisa/asp/conta/participe/autentica/autentica.php
49,bad,portalsalinas.com.br/modules/mod_acepolls/spam.php
50,bad,trigononline.com/Support.php
51,bad,docs.google.com/spreadsheet/viewform?formkey=dG9xR28xLUp1R2JPbmpRYjFGc2lmanc6MQ
52,bad,nextgensmartphones.com//indexer/Trulia/index.htm
53,bad,lunatic-photography.opidum.de//wp-content/plugins/formulario.php
54,bad,users11.jabry.com/reaseo/Aolupdate.htm
55,bad,tinyurl.com/c5br4qc
56,bad,www.allandmedia.com/opencart/system/Cielo/index.html
57,bad,www.hoskoyu.net/images/AolMail.htm
58,bad,www.russel.sk/menuonlineprivado/
59,bad,www.bpoaccess.com/components/com_newsfeeds/cadastro.php
60,bad,maryhoffmann.com/hsbc/hsbc.MyHSBC_pib.htm
61,bad,extraordinarybirds.com/vb/Trulia/index.htm
62,bad,apajufe.com.br/www.cielo.com.br/index.php
63,bad,distritabas.com.ar/survey/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5bd76c88f5c3439f2e55b7639f529ccb3bd76c88f5c3439f2e55b7639f529ccb3
64,bad,www.pichincha.initi.in/internexo/jsp/loginbiometrico/loginBiometrico.jsp
65,bad,www.gestion-des-impayes.com/visuel.php?param=iK1/I3EkRQjb1KxExSxoEkRQjb1KwEibjkbvI/EkRQjb1KxESFFSEkRQjb1KwEiQI3bi3EkRQjb1KxErSCorxCrEkRQjb1KwE3sk/lPbY/EkRQjb1KxExEkRQjb1KwE1glibjkb
66,bad,melodylove.ru/images/stories/style/s/
67,bad,www.dd.gostynin.edu.pl/images/smilies/Gbplugin.php
68,bad,portalfidelidade.net/linhasaereas/areadocliente/autenticado/siteseguro/cadastre-se/gratis/promocoes/novas/t.a.m/boasorte.asp/
69,bad,mindfulsolutionsinc.com/red/lov.html.draft
70,bad,account.craigjsilist.org/blog/login/index.php
71,bad,optimalit.co.uk/wp-content/uploads/2012/07/24/review.php
72,bad,gplayr.com/pub/www.paypal.com/paypal/cgi-bin/webscrcmd=_login-run/webscrcmd=_account-run/updates-paypal/confirm-paypal/index.htm
73,bad,'motors.shop.ebay.com-cars-trucks-724527.jnq3.com/?Body\%20Type=truck&_dmpt=US_car_truck&_mqf=0&_qfkw=1&_fpos=95616&_lsbx=0&_fspt=0&_flso=0&Make=Toyota&_trksid=p1695235.m724&pid=tac2'
74,bad,thaiyogajourney.com/plugins/content/backup/lloydstsb.co.uk/login.jsp.htm
75,bad,www.meor.org/wp-includes/images/crystal/login.html
76,bad,raboardiendo.es/cmd/paypal/2/897962b2c7faf34e7f2d8353af8bdf4e/webscr.html?cmd=5885d80a13c0db1f22d2300ef60a67593b79a4d03747447e6b625328d36121a16bef586b4cee084cb52c28011ecf68066bef586b4cee084cb52c28011ecf6806
77,bad,dansk-4571.com/DK/
78,bad,www.mbine.com/es/TLBS/tlbs/esp/segmento/particulares=JSP91/index.html
79,bad,shopgreenmall.net/tomatodesign.net/images/Design/hsbc/hsbc.MyHSBC_pib.htm
80,bad,click2.cardmemberservices.com/963227831.16589.723931113775.130
81,bad,www.eunsonair.com//login.html
82,bad,www.wallhome.com/M5.php
83,bad,simplyshmellies.com/magento/shell/act.php
84,bad,www.sexymalaysia.com/assets/bbva/compass.htm
85,bad,www.vanessajanemaldonado.com//wp-content/wp.secure.php
86,bad,docs.google.com/a/airtelmail.in/spreadsheet/viewform?formkey=dGt3aG9PNXdhekNLNzZoZ1h2TUFmTUE6MQ
87,bad,'www.gestion-des-impayes.com/visuel.php?param=iK1/I3EkRQjb1KxExSxoEkRQjb1KwEibjkbvI/EkRQjb1KxESFFSEkRQjb1KwEiQI3bi3EkRQjb1KxErSCorxCrEkRQjb1KwE3sk/lPbY/EkRQjb1KxExEkRQjb1KwE1glibjkb vI/EkRQjb1KxESFFS'
88,bad,elshadayeletronicos.com/abn-amro/identification/
89,bad,www.sisimtel.com.mx/ecommerce/images/.../freebank/myposte/index.html?MfcISAPICommand=SignInFPP&UsingSSL=1&email=&userid=
90,bad,www.stacksofplaques.net/catalog/images/.banners/index.php
91,bad,numberoneclubbombastic.com/wp-includes/js/actualizare.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f84f1036d8f209d3d19ebb6f4eeec8bd0e2664736d79a9e4e99b7f2380234457562664736d79a9e4e99b7f238023445756
92,bad,contact-verified-information.net/en-ligne-verifie-verifiedbyvisa-eu-informations_lu/perso.php
93,bad,leuie.5gbfree.com/index.html
94,bad,ntcrulz.5gbfree.com/fb/
95,bad,rsaxena.5gbfree.com/facebook.html
96,bad,steamcommunity-giveaway.my3gb.com
97,bad,steamglfts.h16.ru
98,bad,steamglfts.hut2.ru/
99,bad,vinzajah.5gbfree.com/login.php
100,bad,vk-krasota.hut2.ru
101,bad,bellicapelliweb.it/libraries/domit/webscr/webscr.html?cmd=5885d80a13c0db1f22d2300ef60a67593b79a4d03747447e6b625328d36121a1904f6e09d7fc404feaee06547b2c8274904f6e09d7fc404feaee06547b2c8274
102,bad,vk-psich.hut2.ru
103,bad,uvb.lg.ua/templates/a216/.PayPaI/fd60358464c1f6411c44e5bf6e28ff0c/
104,bad,mmilogistics.net/preview/bin/ssl/_id/www.paypal.com/fr/cgi-bin/webscr/cmd=_registration-run/
105,bad,mmilogistics.net/preview/bin/ssl/_id/www.paypal.com/fr/cgi-bin/webscr/cmd=_registration-run
106,bad,vklife.hut2.ru
107,bad,docs.google.com/spreadsheet/viewform?formkey=dGxqZEI0eTB5N0lzMC1EbUdKdmRUamc6MQ
108,bad,sysgo.com.ve/shop/modules/sendtoafriend/smg/index.html
109,bad,wlservices.fr/css/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f84f1036d8f209d3d19ebb6f4eeec8bd0e58f68c371b0c6dfb0c971e2b6492d5d658f68c371b0c6dfb0c971e2b6492d5d6
110,bad,informationconcernant.x11s.org/verifier/etap1.html?u=xwww.visaeurope.fr/espace-client/mes-donnees-personnelles?rpsnv
111,bad,tinyurl.com/bsebhuz
112,bad,www.boat-importers-australia.com.au/wp-includes/css/service.htm
113,bad,www.scarboroughmechanical.com/irs/
114,bad,paypal.co.uk.online.aacounts.updates.internet.service.electro-obras.com.pe/webscr.php?cmd=_login-
115,bad,www.udc.an/wp-includes/js/tinymce/themes/advanced/img/link.htm
116,bad,paypal.com.us.cgi.bin.webscr.cmd.login-submit.dispatch.5885d80a13c0db1f8e263663d3faee8d7283e7f0184a5674430.f290db9.e9c846.588412.bandarepudio.com.br/rex/secure-code165/security/
117,bad,home.comcast.net/~cfallows1/ISAPIdllCustomerSupport&ambaybuyerprotectionpoliciesindex4.html.draft
118,bad,secure.pay-pal-comfort.de/index.php?cmd=secure&amp;CONNECTION=HAhadu489DHajdjahhUh73ad5XqhkH4kgWqMwwO6m2fkG04qTb4Yeaufcq&amp;pay-pal=50a222a5775345a3d7b60623adasde0b7e69bf0224adecfb0124e9b61f737b353575a38b40b7ec79a0179e3b8dasdadf35
119,bad,sz7i.com/paypal.com.au.q/webscr.html?cmd=SignIn&co_partnerId=2&pUserId=&siteid=0&pageType=&pa1=&i1=&bshowgif=&UsingSSL=&ru=&pp=&pa2=&errmsg=&runameMessage-ID:
120,bad,paypal-online.de/index.html?paypal-scure=connection&amp;sessionnr=uadhjahu4hbaBa6dtGGdazgh46D&amp;A6asgdad6Gd6AGSdAGdg7agd7ga7sd64g3&amp;secure=8a8sduuh4aDASdhuehDAdh7h3JAHDAShd3hHJjadsjha-paypal-deJahsdajsdhj3hjasbBJABdj
121,bad,secure.pay-pal-comfort.de/index.php?paypal=safe&amp;connection=83ahdJahdhhsuaduazTZasdhgH-pay-pal.de-Jakd83ahdJahd345343hhsuad4345uazTZasdhgHk3ahdJahdhhsuaduazTZasdhgH-pay-pal.de-Jakd83ahdJahd345343hhajs
122,bad,artofrodnymella.com/soc/userinfo/
123,bad,paypal.com.us.cgi.bin.webscr.cmd.login.submit.bx3digitallp.com/Review/56a56d0c72ca057b293ee8964b9d13be/
124,bad,www.paypal.com.uscgi-bin.webscr.cmd.login-submit.dispatch.97c8e6d0d14f43b296fdbdb6189c802954b1267956048.suenacristo.com/64208031cb708813b3d774f3c7f098a3/
125,bad,paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.interhottap.com.mx/54855458214/ec3c38df1b6f9e413ed3d6dcb693d36d/
126,bad,bridge-afrik.com/soc/userinfo/
127,bad,www.vis-ph.com/wp-admin/maint/index.html?section=signinpage&amp;=&amp;cookiecheck=yes&amp;=nba/signin
128,bad,www.koumuzik.org/ulk/templates/ja_larix/ja_menus/ja_moomenu/img/security/c0773f49e8c56ca3846febc55a576a83/
129,bad,tom-burns.com/absa_better_returng/index.php
130,bad,paypal.com.cgi.bin.webscr.cmd.login.submit.dispatch.5885d80a13c03faee8dcbcd55a50598f04d34b4bf5tt1.mediareso.com/secure-code10/security/
131,bad,paypal.com.cgi.bin.webscr.cmd.login.submit.dispatch.5885d80a13c03faee8dcbcd55a50598f04d34b4bf5tt1.mediareso.com/
132,bad,www.emotionalvirtue.com/paypal.com.login-submit.dispatch.588235d80a13c0db1f8e263663d3faee8d43b1bb6ca6e/secure-code203/security/
133,bad,www.emotionalvirtue.com/paypal.com.login-submit.dispatch.588235d80a13c0db1f8e263663d3faee8d43b1bb6ca6e/
134,bad,jennys.com.bd/Information/login.php
135,bad,www.paypai.com-service.confirm.cgi-bin.w2bscr-cmd.login.submit.new-load.5885d80a13c0db1f8e263663d3faee8dcbcd55a50598f.agled.com.ar/paypai-login/service/dir.php
136,bad,www.paypai.com-service.confirm.cgi-bin.w2bscr-cmd.login.submit.new-load.5885d80a13c0db1f8e263663d3faee8dcbcd55a50598f.agled.com.ar/paypai-login/service/Limit15/
137,bad,www.paypai.com-service.confirm.cgi-bin.w2bscr-cmd.login.submit.new-load.5885d80a13c0db1f8e263663d3faee8dcbcd55a50598f.agled.com.ar/paypai-login/service/Restart.php
138,bad,www.danatranslation.com/modules/pp/
139,bad,www.remisereduc.com/test/ssi/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f84f1036d8f209d3d19ebb6f4eeec8bd0e0ec384b985d8255691b6e0e8c08646a70ec384b985d8255691b6e0e8c08646a7
140,bad,paypal.com.cgi-bin.login1589114111g859f.sonreir.cl/paypal/2/26331542f170e682e1bbdc535bedbb6b/webscr.html?cmd=5885d80a13c0db1f22d2300ef60a67593b79a4d03747447e6b625328d36121a16e133dc34bbf944d0054e13621ea39f76e133dc34bbf944d0054e13621ea39f7
141,bad,www.danatranslation.com/modules/pp/secure-code4/security/login.php
142,bad,eu.battle.net.login.zh-gvk.in/login.html?app=wam&amp;ref=www.worldofwarcraft.com/account/&amp;eor=0&amp;app=bam/
143,bad,eu.battle.net.login.zh-gvk.in/login.html?app=wam&ref=www.worldofwarcraft.com/account/&eor=0&app=bam/
144,bad,paypal.com.cgi-bin.login1589114111g859f.sonreir.cl/paypal/2/26331542f170e682e1bbdc535bedbb6b/
145,bad,www.vis-ph.com/wp-admin/maint/index.html?section=signinpage&amp;amp;=&amp;amp;cookiecheck=yes&amp;amp;=nba/signin
146,bad,hjftgggtjtttttuyrjtjt6ju6u6u6yu6.4ove.com/
147,bad,cloud-tech.in/img/es/paypalworldwide.INC/cgi-bin/webscrcmd=_login-run/webscrcmd=_account-run/updates-paypal/confirm-paypal/
148,bad,paypal.com.tn.cgi.bin.webscr.cmd.login-submit.dispatch.455637489933857729095340593759035457667878187.espinakeitor.cl/paypal.html
149,bad,informationconcernant.x11s.org/verifier/etap1.html?u=xwww.visaeurope.fr/espace-client/mes-donnees-personnelles?rpsnv=
150,bad,www.uhcocottes.com/wp-content/languages/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f84f1036d8f209d3d19ebb6f4eeec8bd0e78c5d983e619978f1001d90f10e9c70d78c5d983e619978f1001d90f10e9c70d
151,bad,eurovis.altervista.org/login
152,bad,www.egitimogretimci.com/wp-admin/images/screenshots/index.htm
153,bad,www.fill-1.ru/media/system/images/sec-fr/Processing.php?cmd=_Processing&dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af43651fd874a08cbf0626afe4dc136c3524ab1fd874a08cbf0626afe4dc136c3524ab
154,bad,ecatreviews.com//wp-includes/images/boomzz.html
155,bad,randexpr.com/css/123659854/125689545/security/login.php
156,bad,randexpr.com/css/123659854/12568954120/security/login.php
157,bad,www.emotionalvirtue.com/paypal.com.login-submit.dispatch.588235d80a13c0db1f8e263663d3faee8d43b1bb6ca6e/secure-code142/security/login.php
158,bad,paypal.com.cgi.bin.webscr.cmd.login.submit.dispatch.5885d80a13c03faee8dcbcd55a50598f04d34b4bf5tt1.mediareso.com/secure-code4/security/login.php
159,bad,www.paypal.com.cgi-bin.webscr.dispatch.654a651951c965198e4195132321c9849a.6516c5132132e13516c9851616e51651d32.65a1651c321321321321.056516e56516e519849a1.bigmikestyles.com/update/
160,bad,www.paypal.com.cgi-bin.webscr.cmd.login-submit.dispatch.5885d80a13c0d36.63d3fae3e7f0184a.5674f290db9e9c846.mathieu-robert.com/
161,bad,scur.paypal.info.update.65rth46e5rg3w1erf65gwer4g5r4g65.rg6e5rger51g3w51e5gweg12e3wf1w.g1w5e6g1t321h5y1h.rth15y1h3r2t1h5561h.1h55132we1r5q1w5d1qw.q15frqf21er5g435g1er25g14ewg.g231g515212ewf4w5fqef.1rg45er2g1w.eurofibre-engineering.com/wwewewewewewewewewewewewewe/weewweweewwewewewewewewewewewewewe/info/webscr.php?cmd=_login-run&amp;dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5f58eee485ff1e6726bf951ad6c0218bbf58eee485ff1e6726bf951ad6c0218bb
162,bad,www.halimshop.com/include/custom/verified/us/Full/info/a7a/paypal/@/sp3ki5/Adeek.com/password.htm
163,bad,agendasanjuan.com/webmaster/webmaster/online/PayPal.com-cgi-/
164,bad,'nicolecustodio.com.br/paypal\%20us/webscr.htm?cmd=_login-run&amp;dispatch=5885d80a13c0db1f998ca054efbdf2c29878a435fe324eec2511727fbf3e9efcd8'
165,bad,up.heliohost.org/54T4N45/up
166,bad,up.heliohost.org/54T4N45/up/
167,bad,www.foto-yama.kiev.ua/wp-content/uploads/2012/07/index.htm
168,bad,reutregev.com/bin/updates/webscr.html?cmd=_login-run
169,bad,numberoneclubbombastic.com/wp-includes/pomo/information.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f84f1036d8f209d3d19ebb6f4eeec8bd0e5c8c552a98a6876052ae4128977ce9205c8c552a98a6876052ae4128977ce920
170,bad,randexpr.com/css/123659854/125689545/security/
171,bad,randexpr.com/css/redirect/index.php
172,bad,www.gruposodexo.com/site/order/firstPreOrderStepOne.html
173,bad,mail.jayshreeindia.in/icons/cotetz/secure.regions.com/System/index.html
174,bad,mail.jayshreeindia.in/icons/cotetz/secure.regions.com/System/index.php
175,bad,senyo.com/old_aol.1.3/?Login=&amp;amp;amp;Lis=10&amp;amp;amp;LigertID=1993745&amp;amp;amp;us=1
176,bad,onshun.hk/a/secure.paypal.com.us.cgi-bin.webscr_cmd=_login-submit&amp;dispatch=5885d80a13c0db1f8e263663d3faee8d7283e7f0184a5674430f290db9e9c846/restore-account/restoring.php
177,bad,docs.google.com/spreadsheet/viewform?formkey=dGdieTRJdWpOSzIwcGwtQ2MxdzA4aFE6MQ
178,bad,tinyurl.com/cq2yvst
179,bad,users11.jabry.com/reased/Gmail.html
180,bad,www.emailformwizard.com/form.php?id=14339
181,bad,paypal.cgi.bin.get-into.herf.secure.dispatch35463256rzr321654641dsf6543218747841hjk41231.propiedadesallende.cl/get-into/get-into/228eaa4661a4e10eef24b068ad81c219/wbsccr.htm?cmd=_Processing&amp;dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af4365f659688b40da34ba9cae26e54859a986f659688b40da34ba9cae26e54859a986
182,bad,p3green.com/pp/Gx55AA011055_ssh/n=1057923584&amp;fid=5c8a45349a8427f921358a42650ce4b/rd0306sv0v0xxx25_DosIgn_ssl=cgi_025553/
183,bad,www.edyshsdf32.hut4.ru/Redirecionamento.html?#
184,bad,www.mundodelespanol.com/wp-content/themes/twentyeleven/tesco/tesco/login.htm
185,bad,paypal.cgi.bin.get-into.herf.secure.dispatch35463256rzr321654641dsf6543218747841hjk41231.propiedadesallende.cl/get-into/get-into/c5b40493765454a2a8f81410db15a629/wbsccr.htm?cmd=_Processing&dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af436574ef117fe2e51abf4443a5dd0eac768774ef117fe2e51abf4443a5dd0eac7687
186,bad,studentfii.ro/helen/.de/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f84f1036d8f209d3d19ebb6f4eeec8bd0e6127af7192990a60a534b5295e08d3106127af7192990a60a534b5295e08d310;
187,bad,senyo.com/old_aol.1.3/?Login=&Lis=10&LigertID=1993745&us=1
188,bad,tvzoetermeer.nl/wp-content/via.php?Korbin.Mckinney
189,bad,studentfii.ro/helen/.de/webscr.php?cmd=_login-run&amp;dispatch=5885d80a13c0db1f1ff80d546411d7f84f1036d8f209d3d19ebb6f4eeec8bd0e6127af7192990a60a534b5295e08d3106127af7192990a60a534b5295e08d310;
190,bad,www.paypal-com.uni.me/update/security/profile/index.php
191,bad,dazzletechnologies.com/fckeditor/editor/images/smiley/msn/paypalworldwide.INC/cgi-bin/webscrcmd=_login-run/webscrcmd=_account-run/updates-paypal/confirm-paypal/
192,bad,teknocin.net/mobil/northrock.htm
193,bad,paypal.cgi.bin.get-into.herf.secure.dispatch35463256rzr321654641dsf6543218747841hjk41231.propiedadesallende.cl/get-into/get-into/c5b40493765454a2a8f81410db15a629/wbsccr.htm?cmd=_Processing&amp;dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af436574ef117fe2e51abf4443a5dd0eac768774ef117fe2e51abf4443a5dd0eac7687
194,bad,83271paypal1081.teas111.com/LiiP8iwnZW.php?WuDo5gY9pONmFa7YAqRMINRRtCewP4usJ7hDCNJXGhv5AFjlT6zwzI10M1HhmQc3Q5H2GoUe85Saya2bNdeuT9997WvMdPSefIRR
195,bad,paypal.com.cgi-bin.login1589114111g859f.sonreir.cl/paypal/2/2c9ef6b6de2f15804ee1ba5217a399df/webscr.html?cmd=5885d80a13c0db1f22d2300ef60a67593b79a4d03747447e6b625328d36121a1e16103c2cf580f5d0f83abb5d22a2c44e16103c2cf580f5d0f83abb5d22a2c44
196,bad,paypal.com.cgi-bin.login1589114111g859f.sonreir.cl/paypal/2/be9483d24fb9d36353b82bf3e9868181/webscr.html?cmd=5885d80a13c0db1f22d2300ef60a67593b79a4d03747447e6b625328d36121a1a8a7d3e45cc7930ff7e377995e62f771a8a7d3e45cc7930ff7e377995e62f771
197,bad,paypal.com.cgi-bin.login1589114111g859f.sonreir.cl/paypal/2/update/webscr.html?cmd=5885d80a13c0db1f22d2300ef60a67593b79a4d03747447e6b625328d36121a15c5b4f769ef39c03a85843d086d33e6d5c5b4f769ef39c03a85843d086d33e6d
198,bad,www.scahufcn5486.hut4.ru/Simplesmente/index.html
199,bad,salaryof.com/cgi-bin.webscr.cmd.login-submit.dispatch.5885d80a13c0db1.8e2636.63d3fae.8db2b24f7b84f1819343fd6c338b1d9d60.6/us/webscr.htm?cmd=_login-run&amp;dispatch=5885d80a13c0db1f998ca054efbdf2c29878a435fe324eec2511727fbf3e9efcd8
200,bad,israeltenniscenters.com/LTD-US/en/.www2.paypalcom/us/cgi-bin/1/webscr/cmd=_login-submit.php
201,bad,paypal.com.cgi-bin.login1589114111g859f.sonreir.cl/paypal/2/
202,bad,paypal.com.cgi-bin.login1589114111g859f.sonreir.cl/paypal/2/update/
203,bad,paypal.com.cgi-bin.login1589114111g859f.sonreir.cl/paypal/2/be9483d24fb9d36353b82bf3e9868181/
204,bad,paypal.com.cgi-bin.login1589114111g859f.sonreir.cl/paypal/2/1.php
205,bad,paypal.com.cgi-bin.login1589114111g859f.sonreir.cl/paypal/2/cde4c901de000d2a9ebcde641e4f31d8/webscr.html?cmd=5885d80a13c0db1f22d2300ef60a67593b79a4d03747447e6b625328d36121a19c9dea0474e6d3e7f0bcdac2284bb0f89c9dea0474e6d3e7f0bcdac2284bb0f8
206,bad,www.panda-forumx.tk/login.asp?ref=us.battle.net/account/management/index.xml&amp;app=bam
207,bad,www.panda-forumx.tk/login.asp?ref=us.battle.net/account/Fmanagement/index.xml&amp;app=bam
208,bad,www.battle.com.2fwow.net/login/en/?3Fref=eu.battle.net/account/management/wow/dashboard.html?region=US&amp;accountName=EBALEKINA&amp;app=bam&amp;cr=true&amp;mailid=ZC3026-KgTiTL9pNSjB_3k2sxEIT26&amp;spam
209,bad,paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.aromasdosul.com/54855458214/856583930f908bce0f2e2b3ba40ed03d/
210,bad,paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.aromasdosul.com/54855458214/8e97c389aaebc654c70ac30c4cce79a1/
211,bad,www.horsetreats.com/.service.e.paypal.com/us/cgi-bin/webscr.htm?cmd=_login-run
212,bad,www.panda-forumx.tk/login.asp?ref=us.battle.net/account/Fmanagement/index.xml&app=bam
213,bad,www.torstash.com/old_aol.1.3/?Login=&Lis=10&LigertID=1993745&us=1
214,bad,shylands.com/old_aol.1.3/?Login=&Lis=10&LigertID=1993745&us=1
215,bad,praic.com/old_aol.1.3/?Login=&Lis=10&LigertID=1993745&us=1
216,bad,www.battle.com.2fwow.net/login/en/?3Fref=eu.battle.net/account/management/wow/dashboard.html?region=US&accountName=EBALEKINA&app=bam&cr=true&mailid=ZC3026-KgTiTL9pNSjB_3k2sxEIT26&spam
217,bad,www.driveways-som.com/old_aol.1.3/?Login=&Lis=10&LigertID=1993745&us=1
218,bad,www.panda-forumx.tk/login.asp?ref=us.battle.net/account/management/index.xml&app=bam
219,bad,sepakbolaonline.com/wp-content/themes/redcarpet-3.0.6/sec/ibank.ib.nab.com.au/
220,bad,www.waxholdings.us.ms/
221,bad,cadastre.orgfree.com/perfilbb.php
222,bad,cadastre.orgfree.com//PortalSeguro/BB/
223,bad,inetserv.visa.com.ar.php53-23.ord1-1.websitetestlink.com/visa.php
224,bad,www.physics2u.org/templates/beez/css/a1/index.html
225,bad,www.physics2u.org/templates/beez/css/a1/
226,bad,www.easymarketing.hu/wp-includes/images/paypal/paypal/us/error_login.html
227,bad,www.oasisbucaramanga.org/portal/templates/beez/css/e5/Atualizar_Dados.php?confirmando
228,bad,www.oasisbucaramanga.org/portal/templates/beez/css/e5/confirmando.html
229,bad,www.minnesotairish.com/v-web/northrock.htm
230,bad,pyuthansamachar.com/np/Paypal_Virefication/741f85e09681ab7d07cdbad92235ec1e/webscr.php
231,bad,passivemobilemoneymachine.com/Paypal_Virefication/ec36a303cacf405c4559c9d1cc4bb60a/
232,bad,passivemobilemoneymachine.com/Paypal_Virefication/4d884989290116285908cd3a044421a6/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5
233,bad,www.egitimogretimci.com//wp-admin/images/screenshots/index.htm
